Fecha,Comprador,Vendedor
17-09-2026,"1.480,406","1.531,977"
16-09-2026,"1.480,067","1.531,563"
15-09-2026,"1.477,201","1.532,265"
14-09-2026,"1.478,533","1.530,547"
11-09-2026,"1.480,303","1.531,732"
10-09-2026,"1.482,562","1.533,975"
09-09-2026,"1.481,929","1.533,531"
08-09-2026,"1.477,801","1.529,402"
07-09-2026,"1.477,628","1.529,191"
04-09-2026,"1.477,206","1.528,595"
03-09-2026,"1.477,983","1.529,423"
02-09-2026,"1.482,018","1.533,581"
01-09-2026,"1.482,082","1.533,632"
31-08-2026,"1.480,017","1.531,514"
28-08-2026,"1.480,109","1.533,213"
27-08-2026,"1.481,719","1.533,216"
26-08-2026,"1.481,611","1.533,108"
25-08-2026,"1.479,794","1.531,071"
24-08-2026,"1.475,740","1.527,326"
21-08-2026,"1.466,863","1.518,130"
20-08-2026,"1.466,243","1.517,577"
19-08-2026,"1.466,557","1.517,541"
18-08-2026,"1.463,470","1.515,019"
14-08-2026,"1.461,040","1.512,589"
13-08-2026,"1.464,593","1.515,663"
12-08-2026,"1.464,593","1.515,663"
11-08-2026,"1.465,708","1.517,887"
10-08-2026,"1.470,056","1.520,434"
07-08-2026,"1.469,919","1.521,283"
06-08-2026,"1.467,440","1.518,243"
05-08-2026,"1.468,779","1.520,115"
04-08-2026,"1.465,507","1.516,828"
03-08-2026,"1.464,905","1.515,975"
31-07-2026,"1.460,139","1.511,123"
30-07-2026,"1.460,719","1.512,024"
29-07-2026,"1.467,278","1.518,592"
28-07-2026,"1.470,152","1.520,815"
27-07-2026,"1.469,879","1.520,466"
24-07-2026,"1.468,026","1.518,856"
23-07-2026,"1.459,889","1.510,797"
22-07-2026,"1.451,151","1.502,354"
21-07-2026,"1.447,342","1.498,403"
20-07-2026,"1.450,748","1.502,038"
17-07-2026,"1.450,970","1.501,665"
16-07-2026,"1.444,807","1.495,926"
15-07-2026,"1.446,490","1.497,609"
14-07-2026,"1.449,266","1.500,757"
13-07-2026,"1.457,274","1.508,832"
08-07-2026,"1.461,749","1.513,220"
07-07-2026,"1.461,141","1.513,071"
06-07-2026,"1.460,904","1.512,502"
03-07-2026,"1.456,173","1.507,045"
02-07-2026,"1.461,078","1.512,636"
01-07-2026,"1.459,947","1.511,106"
30-06-2026,"1.450,596","1.502,091"
29-06-2026,"1.447,177","1.498,224"
26-06-2026,"1.444,175","1.495,573"
25-06-2026,"1.447,585","1.498,118"
24-06-2026,"1.446,669","1.498,045"
23-06-2026,"1.439,408","1.491,127"
22-06-2026,"1.431,535","1.481,791"
19-06-2026,"1.432,052","1.481,938"
18-06-2026,"1.419,998","1.470,007"
17-06-2026,"1.409,968","1.461,265"
16-06-2026,"1.403,801","1.453,608"
12-06-2026,"1.401,622","1.452,550"
11-06-2026,"1.402,201","1.453,602"
10-06-2026,"1.408,106","1.460,665"
09-06-2026,"1.412,463","1.463,832"
08-06-2026,"1.412,354","1.464,298"
05-06-2026,"1.411,501","1.462,877"
04-06-2026,"1.406,327","1.458,024"
03-06-2026,"1.408,759","1.459,694"
02-06-2026,"1.397,859","1.448,787"
01-06-2026,"1.393,993","1.444,575"
29-05-2026,"1.380,103","1.431,571"
28-05-2026,"1.378,957","1.430,454"
27-05-2026,"1.378,430","1.429,899"
26-05-2026,"1.377,426","1.428,895"
22-05-2026,"1.369,399","1.419,735"
21-05-2026,"1.360,195","1.411,663"
20-05-2026,"1.369,410","1.420,878"
19-05-2026,"1.367,592","1.418,661"
18-05-2026,"1.365,067","1.416,308"
15-05-2026,"1.367,700","1.418,568"
14-05-2026,"1.362,236","1.414,071"
13-05-2026,"1.360,983","1.412,452"
12-05-2026,"1.356,984","1.408,673"
11-05-2026,"1.365,653","1.417,112"
08-05-2026,"1.367,101","1.418,342"
07-05-2026,"1.366,522","1.417,618"
06-05-2026,"1.357,191","1.408,267"
05-05-2026,"1.365,362","1.416,837"
04-05-2026,"1.373,170","1.424,639"
30-04-2026,"1.363,462","1.415,797"
29-04-2026,"1.367,210","1.418,686"
28-04-2026,"1.384,196","1.435,679"
27-04-2026,"1.383,634","1.440,605"
24-04-2026,"1.366,994","1.418,453"
23-04-2026,"1.361,864","1.412,875"
22-04-2026,"1.348,483","1.399,749"
21-04-2026,"1.345,454","1.396,898"
20-04-2026,"1.346,115","1.397,086"
17-04-2026,"1.339,404","1.389,012"
16-04-2026,"1.328,438","1.379,336"
15-04-2026,"1.338,423","1.388,704"
14-04-2026,"1.338,556","1.389,009"
13-04-2026,"1.337,200","1.387,779"
10-04-2026,"1.349,002","1.399,423"
09-04-2026,"1.359,295","1.409,920"
08-04-2026,"1.361,597","1.412,023"
07-04-2026,"1.369,281","1.418,775"
06-04-2026,"1.365,340","1.416,597"
01-04-2026,"1.368,039","1.419,323"
31-03-2026,"1.358,242","1.409,477"
30-03-2026,"1.368,509","1.419,324"
27-03-2026,"1.353,612","1.404,430"
26-03-2026,"1.341,752","1.392,389"
25-03-2026,"1.352,871","1.402,601"
20-03-2026,"1.363,585","1.414,017"
19-03-2026,"1.366,098","1.416,660"
18-03-2026,"1.367,614","1.418,176"
17-03-2026,"1.372,110","1.422,257"
16-03-2026,"1.367,186","1.417,582"
13-03-2026,"1.365,866","1.415,846"
12-03-2026,"1.368,924","1.419,084"
11-03-2026,"1.368,061","1.418,041"
10-03-2026,"1.372,021","1.421,511"
09-03-2026,"1.389,895","1.440,905"
06-03-2026,"1.385,732","1.436,180"
05-03-2026,"1.375,066","1.425,473"
04-03-2026,"1.376,137","1.427,827"
03-03-2026,"1.382,882","1.433,403"
02-03-2026,"1.366,216","1.417,205"
27-02-2026,"1.375,915","1.426,454"
26-02-2026,"1.378,682","1.429,589"
25-02-2026,"1.366,213","1.416,532"
24-02-2026,"1.349,873","1.400,123"
23-02-2026,"1.342,387","1.392,746"
20-02-2026,"1.348,906","1.399,151"
19-02-2026,"1.369,067","1.419,318"
18-02-2026,"1.374,056","1.424,610"
13-02-2026,"1.370,318","1.420,640"
12-02-2026,"1.370,094","1.420,267"
11-02-2026,"1.376,800","1.427,336"
10-02-2026,"1.377,562","1.428,111"
09-02-2026,"1.395,902","1.445,771"
06-02-2026,"1.402,927","1.453,248"
05-02-2026,"1.416,756","1.467,014"
04-02-2026,"1.415,439","1.465,921"
03-02-2026,"1.415,182","1.465,671"
02-02-2026,"1.420,164","1.471,298"
30-01-2026,"1.414,114","1.465,011"
29-01-2026,"1.414,730","1.465,078"
28-01-2026,"1.413,255","1.463,921"
27-01-2026,"1.412,814","1.463,483"
26-01-2026,"1.409,212","1.459,878"
23-01-2026,"1.403,772","1.454,561"
22-01-2026,"1.401,600","1.452,092"
21-01-2026,"1.408,956","1.452,732"
20-01-2026,"1.411,495","1.454,036"
19-01-2026,"1.410,840","1.454,645"
16-01-2026,"1.409,530","1.453,446"
15-01-2026,"1.423,634","1.466,870"
14-01-2026,"1.432,121","1.475,003"
13-01-2026,"1.438,933","1.482,523"
12-01-2026,"1.438,877","1.482,326"
09-01-2026,"1.439,767","1.483,194"
08-01-2026,"1.431,866","1.482,659"
07-01-2026,"1.434,275","1.485,206"
06-01-2026,"1.437,289","1.488,321"
05-01-2026,"1.441,262","1.492,463"
02-01-2026,"1.439,980","1.491,243"
30-12-2025,"1.428,553","1.479,282"
29-12-2025,"1.424,962","1.477,220"
26-12-2025,"1.423,488","1.475,446"
23-12-2025,"1.423,407","1.475,405"
22-12-2025,"1.423,555","1.475,550"
19-12-2025,"1.422,143","1.474,104"
18-12-2025,"1.422,618","1.474,619"
17-12-2025,"1.418,822","1.474,508"
16-12-2025,"1.426,328","1.482,439"
15-12-2025,"1.413,811","1.465,141"
12-12-2025,"1.413,462","1.464,550"
11-12-2025,"1.409,396","1.460,450"
10-12-2025,"1.408,285","1.458,588"
09-12-2025,"1.412,303","1.463,137"
05-12-2025,"1.411,914","1.462,749"
04-12-2025,"1.418,540","1.469,778"
03-12-2025,"1.423,913","1.475,487"
02-12-2025,"1.425,219","1.476,758"
01-12-2025,"1.423,764","1.475,068"
28-11-2025,"1.436,143","1.487,587"
27-11-2025,"1.423,080","1.474,552"
26-11-2025,"1.424,575","1.475,826"
25-11-2025,"1.420,510","1.471,874"
20-11-2025,"1.398,352","1.450,064"
19-11-2025,"1.378,387","1.429,091"
18-11-2025,"1.371,202","1.422,099"
17-11-2025,"1.371,198","1.422,093"
14-11-2025,"1.380,778","1.432,061"
13-11-2025,"1.382,137","1.433,550"
12-11-2025,"1.382,640","1.433,921"
11-11-2025,"1.392,608","1.444,833"
10-11-2025,"1.398,280","1.450,654"
07-11-2025,"1.401,777","1.454,661"
05-11-2025,"1.423,827","1.476,484"
04-11-2025,"1.435,864","1.488,748"
03-11-2025,"1.441,362","1.494,616"
31-10-2025,"1.422,109","1.475,113"
30-10-2025,"1.412,153","1.464,993"
29-10-2025,"1.411,478","1.464,399"
28-10-2025,"1.432,908","1.487,758"
27-10-2025,"1.384,197","1.451,781"
24-10-2025,"1.463,374","1.517,534"
23-10-2025,"1.464,362","1.518,068"
22-10-2025,"1.468,432","1.520,903"
21-10-2025,"1.467,768","1.518,743"
20-10-2025,"1.444,277","1.495,609"
17-10-2025,"1.434,319","1.491,607"
16-10-2025,"1.388,093","1.441,964"
15-10-2025,"1.354,605","1.408,019"
14-10-2025,"1.339,387","1.392,405"
13-10-2025,"1.324,946","1.378,580"
09-10-2025,"1.403,536","1.459,277"
08-10-2025,"1.410,600","1.462,697"
07-10-2025,"1.407,640","1.460,628"
06-10-2025,"1.407,657","1.460,202"
03-10-2025,"1.402,716","1.454,855"
02-10-2025,"1.401,376","1.454,158"
01-10-2025,"1.403,130","1.456,890"
30-09-2025,"1.351,118","1.406,786"
29-09-2025,"1.323,746","1.378,761"
26-09-2025,"1.315,967","1.364,733"
25-09-2025,"1.305,052","1.354,030"
24-09-2025,"1.312,410","1.367,953"
23-09-2025,"1.338,060","1.391,948"
22-09-2025,"1.383,340","1.438,295"
19-09-2025,"1.465,768","1.523,754"
18-09-2025,"1.448,053","1.509,371"
17-09-2025,"1.438,659","1.489,988"
16-09-2025,"1.430,389","1.482,021"
15-09-2025,"1.426,685","1.479,807"
12-09-2025,"1.414,579","1.467,419"
11-09-2025,"1.393,448","1.445,427"
10-09-2025,"1.382,187","1.433,793"
09-09-2025,"1.381,043","1.432,845"
08-09-2025,"1.382,245","1.435,166"
05-09-2025,"1.344,412","1.386,801"
04-09-2025,"1.340,346","1.382,687"
03-09-2025,"1.334,738","1.377,094"
02-09-2025,"1.336,463","1.378,910"
01-09-2025,"1.347,819","1.391,880"
29-08-2025,"1.319,023","1.361,417"
28-08-2025,"1.307,278","1.349,437"
27-08-2025,"1.329,006","1.370,790"
26-08-2025,"1.335,003","1.377,120"
25-08-2025,"1.326,493","1.367,984"
22-08-2025,"1.294,812","1.337,231"
21-08-2025,"1.287,825","1.329,779"
20-08-2025,"1.275,924","1.317,837"
19-08-2025,"1.271,813","1.312,804"
18-08-2025,"1.271,866","1.314,243"
14-08-2025,"1.269,207","1.311,413"
13-08-2025,"1.286,934","1.328,232"
12-08-2025,"1.289,719","1.330,755"
11-08-2025,"1.296,886","1.339,159"
08-08-2025,"1.294,766","1.337,038"
07-08-2025,"1.297,746","1.339,623"
06-08-2025,"1.306,930","1.346,515"
05-08-2025,"1.315,550","1.355,579"
04-08-2025,"1.328,898","1.372,676"
01-08-2025,"1.328,495","1.375,786"
31-07-2025,"1.339,619","1.385,563"
30-07-2025,"1.280,498","1.325,626"
29-07-2025,"1.259,919","1.305,048"
28-07-2025,"1.259,857","1.305,107"
25-07-2025,"1.255,147","1.300,137"
24-07-2025,"1.240,231","1.284,922"
23-07-2025,"1.232,508","1.277,431"
22-07-2025,"1.233,602","1.278,315"
21-07-2025,"1.250,920","1.298,507"
18-07-2025,"1.261,855","1.307,326"
17-07-2025,"1.243,261","1.289,984"
16-07-2025,"1.232,595","1.278,623"
15-07-2025,"1.242,775","1.288,168"
14-07-2025,"1.243,871","1.291,234"
10-07-2025,"1.233,323","1.279,224"
08-07-2025,"1.230,989","1.276,786"
07-07-2025,"1.236,810","1.282,467"
04-07-2025,"1.214,864","1.260,362"
03-07-2025,"1.200,675","1.245,848"
02-07-2025,"1.203,672","1.248,430"
01-07-2025,"1.191,356","1.237,179"
30-06-2025,"1.173,001","1.217,868"
27-06-2025,"1.160,114","1.204,621"
26-06-2025,"1.165,573","1.209,784"
25-06-2025,"1.159,130","1.203,436"
24-06-2025,"1.148,605","1.192,911"
23-06-2025,"1.144,873","1.188,801"
19-06-2025,"1.136,226","1.180,193"
18-06-2025,"1.117,645","1.160,982"
17-06-2025,"1.146,176","1.189,606"
13-06-2025,"1.156,916","1.201,124"
12-06-2025,"1.160,751","1.202,732"
11-06-2025,"1.158,717","1.200,230"
10-06-2025,"1.159,873","1.202,122"
09-06-2025,"1.159,367","1.201,333"
06-06-2025,"1.163,127","1.205,855"
05-06-2025,"1.163,973","1.206,552"
04-06-2025,"1.156,247","1.199,067"
03-06-2025,"1.161,390","1.203,746"
02-06-2025,"1.156,414","1.199,850"
30-05-2025,"1.161,445","1.209,351"
29-05-2025,"1.147,570","1.199,789"
28-05-2025,"1.130,219","1.179,999"
27-05-2025,"1.125,183","1.174,388"
26-05-2025,"1.111,748","1.163,935"
23-05-2025,"1.105,859","1.157,430"
22-05-2025,"1.115,555","1.161,914"
21-05-2025,"1.115,278","1.166,637"
20-05-2025,"1.117,078","1.162,215"
19-05-2025,"1.108,270","1.157,765"
16-05-2025,"1.121,256","1.167,838"
15-05-2025,"1.106,110","1.155,200"
14-05-2025,"1.103,700","1.153,466"
13-05-2025,"1.100,713","1.150,304"
12-05-2025,"1.106,276","1.155,433"
09-05-2025,"1.102,427","1.148,325"
08-05-2025,"1.087,182","1.138,068"
07-05-2025,"1.103,994","1.152,756"
06-05-2025,"1.169,649","1.220,450"
05-05-2025,"1.163,394","1.216,467"
30-04-2025,"1.143,552","1.193,876"
29-04-2025,"1.142,978","1.194,454"
28-04-2025,"1.141,604","1.192,839"
25-04-2025,"1.064,563","1.193,615"
24-04-2025,"1.141,347","1.196,876"
23-04-2025,"1.124,052","1.174,507"
22-04-2025,"1.071,361","1.125,544"
21-04-2025,"1.061,620","1.114,833"
16-04-2025,"1.126,078","1.179,469"
15-04-2025,"1.179,747","1.233,989"
14-04-2025,"1.178,856","1.233,356"
11-04-2025,"1.042,243","1.107,961"
10-04-2025,"1.041,046","1.106,433"
09-04-2025,"1.041,887","1.105,568"
08-04-2025,"1.046,853","1.106,361"
07-04-2025,"1.046,271","1.105,834"
04-04-2025,"1.047,702","1.103,131"
03-04-2025,"1.045,036","1.104,599"
01-04-2025,"1.044,449","1.104,012"
31-03-2025,"1.044,324","1.103,726"
28-03-2025,"1.044,237","1.103,516"
27-03-2025,"1.043,355","1.102,764"
26-03-2025,"1.043,034","1.101,971"
25-03-2025,"1.041,781","1.101,191"
21-03-2025,"1.042,793","1.099,784"
20-03-2025,"1.041,110","1.099,042"
19-03-2025,"1.040,107","1.099,520"
18-03-2025,"1.039,926","1.099,340"
17-03-2025,"1.039,559","1.098,973"
14-03-2025,"1.039,623","1.098,565"
13-03-2025,"1.039,867","1.097,800"
12-03-2025,"1.038,763","1.098,176"
11-03-2025,"1.039,183","1.096,428"
10-03-2025,"1.036,923","1.096,325"
07-03-2025,"1.037,950","1.095,524"
06-03-2025,"1.034,803","1.091,441"
05-03-2025,"1.034,267","1.093,802"
28-02-2025,"1.034,434","1.093,182"
27-02-2025,"1.032,772","1.091,885"
26-02-2025,"1.031,683","1.090,025"
25-02-2025,"1.031,545","1.089,888"
24-02-2025,"1.031,502","1.089,277"
21-02-2025,"1.030,247","1.089,073"
20-02-2025,"1.029,929","1.088,451"
19-02-2025,"1.030,991","1.087,186"
18-02-2025,"1.030,053","1.088,403"
17-02-2025,"1.029,665","1.088,187"
14-02-2025,"1.029,748","1.087,853"
13-02-2025,"1.028,371","1.086,545"
12-02-2025,"1.028,052","1.086,401"
11-02-2025,"1.028,459","1.086,075"
10-02-2025,"1.027,598","1.086,084"
07-02-2025,"1.028,737","1.085,273"
06-02-2025,"1.026,883","1.084,687"
05-02-2025,"1.026,659","1.084,266"
04-02-2025,"1.024,186","1.082,357"
03-02-2025,"1.027,055","1.080,653"
31-01-2025,"1.021,774","1.079,632"
30-01-2025,"1.020,964","1.078,380"
29-01-2025,"1.020,498","1.078,213"
28-01-2025,"1.020,703","1.077,907"
27-01-2025,"1.019,206","1.076,410"
24-01-2025,"1.017,728","1.075,778"
23-01-2025,"1.017,008","1.074,866"
22-01-2025,"1.015,775","1.072,141"
21-01-2025,"1.015,279","1.071,705"
20-01-2025,"1.013,761","1.070,995"
17-01-2025,"1.012,863","1.069,883"
16-01-2025,"1.011,986","1.069,687"
15-01-2025,"1.012,845","1.068,858"
14-01-2025,"1.010,290","1.068,041"
13-01-2025,"1.009,736","1.067,437"
10-01-2025,"1.008,553","1.066,339"
09-01-2025,"1.007,973","1.065,675"
08-01-2025,"1.007,620","1.065,619"
07-01-2025,"1.004,568","1.070,413"
06-01-2025,"1.007,299","1.064,950"
03-01-2025,"1.005,817","1.062,796"
02-01-2025,"1.005,161","1.061,829"
30-12-2024,"1.003,675","1.060,284"
27-12-2024,"1.000,904","1.057,974"
26-12-2024,"999,133","1.055,816"
23-12-2024,"998,683","1.055,065"
20-12-2024,"997,360","1.054,274"
19-12-2024,"994,287","1.051,663"
18-12-2024,"993,493","1.050,563"
17-12-2024,"995,066","1.049,583"
16-12-2024,"992,654","1.049,932"
13-12-2024,"993,100","1.048,705"
12-12-2024,"991,096","1.048,675"
11-12-2024,"992,901","1.047,124"
10-12-2024,"990,455","1.047,546"
09-12-2024,"988,616","1.045,915"
06-12-2024,"986,618","1.044,614"
05-12-2024,"984,700","1.043,324"
04-12-2024,"984,179","1.042,175"
03-12-2024,"983,729","1.042,353"
02-12-2024,"982,914","1.041,726"
29-11-2024,"981,651","1.040,270"
28-11-2024,"978,655","1.037,242"
27-11-2024,"978,649","1.036,957"
26-11-2024,"977,298","1.037,667"
25-11-2024,"976,709","1.037,078"
22-11-2024,"976,669","1.034,977"
21-11-2024,"975,337","1.033,327"
20-11-2024,"973,665","1.031,655"
19-11-2024,"974,122","1.030,835"
15-11-2024,"971,806","1.030,069"
14-11-2024,"970,660","1.029,182"
13-11-2024,"970,468","1.028,991"
12-11-2024,"970,090","1.028,000"
11-11-2024,"968,700","1.026,729"
08-11-2024,"967,973","1.025,883"
07-11-2024,"966,617","1.026,596"
05-11-2024,"965,788","1.023,697"
04-11-2024,"964,403","1.022,926"
01-11-2024,"963,914","1.022,746"
31-10-2024,"962,820","1.020,751"
30-10-2024,"962,277","1.020,012"
29-10-2024,"961,356","1.019,737"
28-10-2024,"961,109","1.018,834"
25-10-2024,"960,475","1.018,200"
24-10-2024,"957,312","1.015,684"
23-10-2024,"957,059","1.015,430"
22-10-2024,"956,924","1.015,296"
21-10-2024,"954,379","1.018,859"
18-10-2024,"957,443","1.014,415"
17-10-2024,"954,992","1.012,916"
16-10-2024,"954,118","1.011,846"
15-10-2024,"953,623","1.012,176"
14-10-2024,"953,291","1.011,215"
10-10-2024,"953,176","1.011,268"
09-10-2024,"951,428","1.009,756"
08-10-2024,"950,890","1.009,753"
07-10-2024,"948,311","1.008,700"
04-10-2024,"949,490","1.006,752"
03-10-2024,"948,801","1.006,782"
02-10-2024,"948,555","1.006,484"
01-10-2024,"947,600","1.005,528"
30-09-2024,"946,459","1.004,942"
27-09-2024,"945,505","1.004,098"
26-09-2024,"945,154","1.003,638"
25-09-2024,"944,939","1.003,090"
24-09-2024,"944,021","1.000,946"
23-09-2024,"942,422","1.000,257"
20-09-2024,"941,873","1.000,008"
19-09-2024,"938,864","997,122"
18-09-2024,"937,358","994,738"
17-09-2024,"937,813","995,631"
16-09-2024,"937,597","995,729"
13-09-2024,"936,784","995,565"
12-09-2024,"936,137","994,605"
11-09-2024,"936,507","993,414"
10-09-2024,"935,770","994,237"
09-09-2024,"934,867","993,341"
06-09-2024,"932,902","990,312"
05-09-2024,"935,009","991,796"
04-09-2024,"933,143","990,972"
03-09-2024,"932,644","991,122"
02-09-2024,"932,964","990,793"
30-08-2024,"932,283","991,421"
29-08-2024,"930,040","988,063"
28-08-2024,"929,606","988,626"
27-08-2024,"929,739","988,098"
26-08-2024,"927,711","985,236"
23-08-2024,"927,226","986,045"
22-08-2024,"925,376","984,195"
21-08-2024,"925,485","983,641"
20-08-2024,"924,205","983,025"
19-08-2024,"924,186","983,005"
16-08-2024,"923,677","982,496"
15-08-2024,"923,388","980,765"
14-08-2024,"923,723","979,337"
13-08-2024,"922,573","981,392"
12-08-2024,"922,238","981,386"
09-08-2024,"921,932","980,752"
08-08-2024,"918,046","977,027"
07-08-2024,"919,280","977,436"
06-08-2024,"918,571","977,152"
05-08-2024,"917,738","976,909"
02-08-2024,"916,233","972,408"
01-08-2024,"914,138","971,501"
31-07-2024,"913,270","970,880"
30-07-2024,"912,877","971,074"
29-07-2024,"911,949","970,804"
26-07-2024,"910,514","969,050"
25-07-2024,"909,783","968,414"
24-07-2024,"909,352","967,661"
23-07-2024,"907,245","964,389"
22-07-2024,"908,114","966,230"
19-07-2024,"905,623","963,127"
18-07-2024,"904,881","962,106"
17-07-2024,"904,692","961,917"
16-07-2024,"902,956","960,890"
15-07-2024,"903,728","958,099"
12-07-2024,"902,067","959,993"
11-07-2024,"901,869","956,913"
10-07-2024,"901,370","957,914"
08-07-2024,"900,431","958,355"
05-07-2024,"898,275","956,018"
04-07-2024,"897,010","951,951"
03-07-2024,"896,874","954,099"
02-07-2024,"896,036","953,975"
01-07-2024,"895,450","953,748"
28-06-2024,"892,533","950,420"
27-06-2024,"891,279","948,678"
26-06-2024,"890,692","947,210"
25-06-2024,"890,440","948,546"
24-06-2024,"889,922","947,735"
19-06-2024,"887,110","944,925"
18-06-2024,"886,139","943,658"
14-06-2024,"884,255","941,934"
13-06-2024,"884,089","941,608"
12-06-2024,"884,161","936,541"
11-06-2024,"883,119","938,368"
10-06-2024,"882,716","940,563"
06-06-2024,"882,524","936,708"
05-06-2024,"880,303","938,141"
04-06-2024,"881,068","935,683"
03-06-2024,"878,724","937,659"
31-05-2024,"878,085","933,758"
30-05-2024,"876,874","934,620"
29-05-2024,"877,687","933,360"
28-05-2024,"877,456","933,129"
27-05-2024,"876,002","933,748"
24-05-2024,"874,035","931,782"
23-05-2024,"872,525","929,260"
22-05-2024,"872,139","929,517"
21-05-2024,"870,901","927,388"
20-05-2024,"871,271","927,132"
17-05-2024,"870,935","927,575"
16-05-2024,"871,478","928,453"
15-05-2024,"869,346","928,680"
14-05-2024,"868,611","926,011"
13-05-2024,"868,533","922,977"
10-05-2024,"865,390","922,239"
09-05-2024,"866,462","924,060"
08-05-2024,"865,577","923,054"
07-05-2024,"864,555","922,376"
06-05-2024,"865,737","923,558"
03-05-2024,"863,853","921,341"
02-05-2024,"863,599","918,054"
30-04-2024,"862,770","920,570"
29-04-2024,"859,058","915,617"
26-04-2024,"860,496","918,363"
25-04-2024,"860,937","916,052"
24-04-2024,"857,743","915,346"
23-04-2024,"858,090","915,404"
22-04-2024,"858,398","915,798"
19-04-2024,"856,718","912,743"
18-04-2024,"856,107","910,302"
17-04-2024,"855,609","913,226"
16-04-2024,"855,207","912,612"
15-04-2024,"855,015","912,633"
12-04-2024,"854,570","913,267"
11-04-2024,"852,890","910,823"
10-04-2024,"850,622","907,609"
09-04-2024,"850,401","907,388"
08-04-2024,"852,136","908,794"
05-04-2024,"848,052","905,298"
04-04-2024,"846,368","899,794"
03-04-2024,"847,710","905,302"
27-03-2024,"843,356","901,630"
26-03-2024,"842,173","900,447"
25-03-2024,"841,906","900,416"
22-03-2024,"840,328","898,584"
21-03-2024,"839,586","897,863"
20-03-2024,"840,118","898,219"
19-03-2024,"839,968","898,481"
18-03-2024,"838,160","896,914"
15-03-2024,"837,076","895,151"
14-03-2024,"836,999","897,330"
13-03-2024,"836,206","894,946"
12-03-2024,"836,440","894,501"
11-03-2024,"835,617","894,343"
08-03-2024,"833,972","891,997"
07-03-2024,"832,537","891,276"
06-03-2024,"831,862","889,486"
05-03-2024,"832,631","892,335"
01-03-2024,"827,344","885,875"
29-02-2024,"828,214","887,496"
28-02-2024,"827,832","888,704"
27-02-2024,"825,620","884,031"
26-02-2024,"824,636","883,798"
23-02-2024,"825,013","883,654"
22-02-2024,"823,012","879,809"
21-02-2024,"823,701","882,792"
20-02-2024,"823,355","882,446"
19-02-2024,"825,357","882,037"
16-02-2024,"822,049","879,156"
15-02-2024,"821,655","880,568"
14-02-2024,"821,491","880,594"
09-02-2024,"819,131","877,341"
08-02-2024,"819,222","878,345"
07-02-2024,"819,042","878,128"
06-02-2024,"817,919","877,026"
05-02-2024,"817,802","876,878"
02-02-2024,"817,184","876,619"
01-02-2024,"815,569","871,925"
31-01-2024,"816,390","872,892"
30-01-2024,"815,848","875,118"
29-01-2024,"814,873","873,499"
26-01-2024,"813,336","871,962"
25-01-2024,"811,456","870,047"
24-01-2024,"811,118","870,626"
23-01-2024,"810,653","869,920"
22-01-2024,"808,912","868,154"
19-01-2024,"808,075","868,802"
18-01-2024,"807,199","866,512"
17-01-2024,"806,528","865,654"
16-01-2024,"805,381","864,652"
15-01-2024,"804,355","863,624"
12-01-2024,"801,380","860,645"
11-01-2024,"801,222","860,491"
10-01-2024,"799,531","857,874"
09-01-2024,"799,730","859,004"
08-01-2024,"798,346","857,620"
05-01-2024,"795,076","852,988"
04-01-2024,"794,546","853,145"
03-01-2024,"793,992","852,691"
02-01-2024,"792,997","851,247"
29-12-2023,"790,444","847,113"
28-12-2023,"788,592","844,663"
27-12-2023,"787,550","843,505"
26-12-2023,"787,238","843,550"
22-12-2023,"785,630","843,775"
21-12-2023,"786,399","842,678"
20-12-2023,"785,184","841,463"
19-12-2023,"785,000","841,279"
18-12-2023,"784,842","840,228"
15-12-2023,"782,525","838,184"
14-12-2023,"778,239","837,908"
13-12-2023,"773,971","832,637"
12-12-2023,"452,938","587,568"
11-12-2023,"382,148","462,399"
07-12-2023,"365,927","390,973"
06-12-2023,"361,892","381,312"
05-12-2023,"361,605","381,001"
04-12-2023,"360,841","380,370"
01-12-2023,"359,593","379,175"
30-11-2023,"358,963","378,371"
29-11-2023,"358,427","377,835"
28-11-2023,"358,166","377,549"
27-11-2023,"357,281","376,689"
24-11-2023,"355,967","375,375"
23-11-2023,"355,195","374,509"
22-11-2023,"354,926","374,330"
21-11-2023,"354,291","373,714"
17-11-2023,"352,234","371,549"
16-11-2023,"351,597","370,940"
15-11-2023,"351,101","370,509"
14-11-2023,"348,605","367,928"
13-11-2023,"348,605","367,928"
10-11-2023,"348,779","368,053"
09-11-2023,"348,605","367,928"
08-11-2023,"348,757","368,052"
07-11-2023,"348,710","367,867"
03-11-2023,"348,757","368,052"
02-11-2023,"348,757","368,052"
01-11-2023,"348,605","367,928"
31-10-2023,"348,617","367,940"
30-10-2023,"348,728","367,884"
27-10-2023,"348,617","367,932"
26-10-2023,"348,695","368,100"
25-10-2023,"348,520","367,723"
24-10-2023,"348,617","367,932"
23-10-2023,"348,614","367,905"
20-10-2023,"348,769","368,030"
19-10-2023,"347,993","367,168"
18-10-2023,"348,010","367,142"
17-10-2023,"348,211","367,591"
12-10-2023,"348,165","367,455"
11-10-2023,"347,715","367,006"
10-10-2023,"347,715","367,006"
09-10-2023,"347,851","367,183"
06-10-2023,"347,713","367,017"
05-10-2023,"347,470","366,645"
04-10-2023,"347,832","367,092"
03-10-2023,"347,470","366,645"
02-10-2023,"347,715","367,006"
29-09-2023,"346,783","365,600"
28-09-2023,"347,710","367,006"
27-09-2023,"347,460","366,639"
26-09-2023,"347,703","366,979"
